Gene_id	Gene_Symbol	chr	pos	estimate	pvalue	fdr
ENSG00000176728	TTTY14	Y	18772706	0,483908968721979	0,40883893672608	0,984558524948183
ENSG00000176731	RBIS	8	85214048	0,939943865436672	0,0175072714312587	0,84613740671208
ENSG00000176732	PFN4	2	24114809	0,31937044045411	0,60038736726908	0,99310702225313
ENSG00000176749	CDK5R1	17	32486993	0,642294854232375	0,242562254442513	0,965421393857074
ENSG00000176769	TCERG1L	10	131092391	0,0152665921502627	0,980562726253801	0,999555859778735
ENSG00000176771	NCKAP5	2	132671788	0,322983880747547	0,596030348210694	0,99310702225313
ENSG00000176783	RUFY1	5	179550554	0,899586371121585	0,0376158589982501	0,854481405002878
ENSG00000176788	BASP1	5	17065598	-0,847923037712916	0,069544919609328	0,899376766606787
ENSG00000176809	LRRC37A3	17	64854130	0,144712899549741	0,816390952189624	0,993532078360381
ENSG00000176826	FKBP9P1	7	55681074	0,747888014534453	0,146075474026637	0,948997462862915
ENSG00000176834	VSIG10	12	118063593	0,419296271596125	0,48221936860175	0,991253956739197
ENSG00000176842	IRX5	16	54930865	-0,363178822737308	0,547962916607576	0,991746205611134
ENSG00000176845	METRNL	17	83079609	0,413884327199654	0,488483655262996	0,991253956739197
ENSG00000176853	FAM91A1	8	123768439	-0,278648013949771	0,649860548810145	0,99310702225313
ENSG00000176871	WSB2	12	118032687	-0,136476321910543	0,826773891882319	0,993532078360381
ENSG00000176884	GRIN1	9	137139154	0,615294921157162	0,269290895883868	0,972143037094319
ENSG00000176887	SOX11	2	5692384	0,0684524550477891	0,91291174054964	0,996321568821951
ENSG00000176890	TYMS	18	657653	0,0876073831756575	0,888597665928496	0,994509437527354
ENSG00000176896	TCEANC	X	13653112	0,0395102233578919	0,949707112688902	0,999497210238468
ENSG00000176903	PNMA1	14	73711783	0,129876528988678	0,835102141496068	0,993532078360381
ENSG00000176909	MAMSTR	19	48712725	-0,893755598232886	0,0409023115755223	0,861757477718564
ENSG00000176912	TYMSOS	18	630886	0,277070157233623	0,651790427838853	0,99310702225313
ENSG00000176915	ANKLE2	12	132725503	0,726660468401211	0,164333603262624	0,953747428667611
ENSG00000176919	C8G	9	136945185	-0,537833441682163	0,349829024745816	0,982218422781925
ENSG00000176920	FUT2	19	48695971	0,128555568563053	0,836769940161253	0,993532078360381
ENSG00000176927	EFCAB5	17	29929200	-0,492053751707507	0,399787256584094	0,984558524948183
ENSG00000176928	GCNT4	5	75025346	-0,693867194776137	0,193720146635823	0,965421393857074
ENSG00000176933	TOB2P1	6	28217643	-0,516511898319043	0,372896939372378	0,983296855435691
ENSG00000176945	MUC20	3	195720884	-0,941760159099819	0,0167237374170304	0,842947014259006
ENSG00000176946	THAP4	2	241584405	0,424670770046982	0,47601547017355	0,991253956739197
ENSG00000176953	NFATC2IP	16	28950807	0,516011489366446	0,373442606136805	0,983503503535189
ENSG00000176971	FIBIN	11	26994112	0,493960401837094	0,397675164285773	0,984558524948183
ENSG00000176973	FAM89B	11	65572349	0,464275266998938	0,430848825712747	0,989100178430982
ENSG00000176974	SHMT1	17	18327860	0,71420207279328	0,175334372495888	0,95679425076844
ENSG00000176978	DPP7	9	137110546	0,0758210133212158	0,903554264438578	0,996062456789549
ENSG00000176986	SEC24C	10	73744372	0,473880670072541	0,420047905330291	0,987318709417338
ENSG00000176994	SMCR8	17	18315293	0,375560183870797	0,533313423419145	0,991746205611134
ENSG00000177000	MTHFR	1	11785723	0,341971540949905	0,573230277942819	0,99310702225313
ENSG00000177025	C19orf18	19	57958437	0,587390721102366	0,29767577621593	0,976628062726676
ENSG00000177030	DEAF1	11	644233	0,753086600325937	0,141701073199856	0,946630405413982
ENSG00000177034	MTX3	5	79976716	0,417989116335741	0,483730823973356	0,991253956739197
ENSG00000177045	SIX5	19	45764785	0,0576608218386755	0,926624663677572	0,996770025722935
ENSG00000177051	FBXO46	19	45710629	0,286658027876818	0,640077792181458	0,99310702225313
ENSG00000177054	ZDHHC13	11	19117099	0,370225703604951	0,539615602168987	0,991746205611134
ENSG00000177058	SLC38A9	5	55625845	-0,145306720398729	0,815642867574637	0,993532078360381
ENSG00000177076	ACER2	9	19409009	0,711119700252493	0,178087508077717	0,95679425076844
ENSG00000177082	WDR73	15	84639285	-0,0826359626857581	0,894904494862585	0,994509437527354
ENSG00000177084	POLE	12	132623753	0,319192737176893	0,600601783695942	0,99310702225313
ENSG00000177098	SCN4B	11	118133377	0,588263843621804	0,29677643079694	0,976013485466734
ENSG00000177103	DSCAML1	11	117427772	0,708465739428785	0,180467798734968	0,95679425076844
ENSG00000177105	RHOG	11	3826978	0,62461738573313	0,259977561552135	0,970080806752427
ENSG00000177106	EPS8L2	11	694438	0,80220881017103	0,102404783904283	0,902285021306335
ENSG00000177108	ZDHHC22	14	77131270	0,986299531875224	0,00192106671079023	0,657303098254362
ENSG00000177112	IRAG1-AS1	11	10541258	0,683132135857624	0,203632727900125	0,965421393857074
ENSG00000177119	ANO6	12	45215987	0,1631631287504	0,793179743678941	0,993532078360381
ENSG00000177125	ZBTB34	9	126860639	0,035918493645381	0,954276989022536	0,999509917921462
ENSG00000177133	PRDM16-DT	1	3059611	0,871399074560331	0,0542800084555403	0,888394722243262
ENSG00000177138	FAM9B	X	9024232	-0,792300192865643	0,110020139580549	0,91742931814341
ENSG00000177150	FAM210A	18	13663347	-0,356285658187621	0,556151997185298	0,99310702225313
ENSG00000177156	TALDO1	11	747415	0,85582879423581	0,0642731393270361	0,890253562318562
ENSG00000177169	ULK1	12	131894622	0,00413381129976583	0,99473668297302	0,999922672134254
ENSG00000177181	RIMKLA	1	42380792	-0,291122320120565	0,63463604197469	0,99310702225313
ENSG00000177182	CLVS1	8	61057158	-0,709192056323773	0,179815480300859	0,95679425076844
ENSG00000177189	RPS6KA3	X	20149911	0,54918463354254	0,337697439156239	0,982113493014118
ENSG00000177192	PUS1	12	131929200	-0,803462275058639	0,101453271539616	0,902285021306335
ENSG00000177200	CHD9	16	53054991	0,485374176785508	0,407207106955032	0,984558524948183
ENSG00000177225	GATD1	11	767220	0,771697296923252	0,126368366700261	0,928465779262472
ENSG00000177234	LINC01561	10	120597949	0,682528218732258	0,204194491397614	0,965421393857074
ENSG00000177238	TRIM72	16	31214091	0,129986582812039	0,834963204459654	0,993532078360381
ENSG00000177239	MAN1B1	9	137086857	0,282929328260509	0,644628716219648	0,99310702225313
ENSG00000177272	KCNA3	1	110653560	-0,0259081049618327	0,967016466940261	0,999509917921462
ENSG00000177283	FZD8	10	35638247	-0,237513847173941	0,700455855344939	0,99310702225313
ENSG00000177291	GJD4	10	35605341	-0,441660156984435	0,456518989205179	0,990272963782988
ENSG00000177302	TOP3A	17	18271428	-0,525301626545847	0,363343841031871	0,982315289239729
ENSG00000177303	CASKIN2	17	75500261	0,237270637138279	0,700756667868309	0,99310702225313
ENSG00000177311	ZBTB38	3	141324213	-0,298042793194229	0,626215639786324	0,99310702225313
ENSG00000177324	BEND2	X	18162931	-0,238470865841488	0,699272352913026	0,99310702225313
ENSG00000177335	LINC02904	8	143039209	0,126803775045872	0,838982137413277	0,993532078360381
ENSG00000177337	DLGAP1-AS1	18	3593732	-0,385006240822377	0,522189981153726	0,991746205611134
ENSG00000177352	CCDC71	3	49162535	0,125281724766072	0,840904616431804	0,993532078360381
ENSG00000177354	C10orf71	10	49299170	0,760762086140033	0,135314654165739	0,938195572748852
ENSG00000177359		12	31111651	0,703650507845142	0,184809433356018	0,95753424378698
ENSG00000177363	LRRN4CL	11	62686406	-0,534285482509771	0,353642522179925	0,982218422781925
ENSG00000177369	FLJ40194	17	49230853	0,0383245413211495	0,951215626188483	0,999497210238468
ENSG00000177370	TIMM22	17	997129	0,629728595706031	0,254908785501603	0,968439874535222
ENSG00000177374	HIC1	17	2054154	0,105401256976281	0,86604785002639	0,994288405662175
ENSG00000177380	PPFIA3	19	49119544	-0,343075174355468	0,571910089223781	0,99310702225313
ENSG00000177383	MAGEF1	3	184710364	-0,26493765290716	0,666659830225525	0,99310702225313
ENSG00000177398	UMODL1	21	42062959	0,610400246918909	0,274215490098114	0,9743470140708
ENSG00000177406	NINJ2-AS1	12	630858	-0,822116657927138	0,0876184000357114	0,900357690051989
ENSG00000177410	ZFAS1	20	49278178	-0,0827500678387905	0,89475970925469	0,994509437527354
ENSG00000177414	UBE2U	1	64203623	-0,708132965040174	0,180766894793276	0,956874786005616
ENSG00000177425	PAWR	12	79574979	0,174500382469722	0,778952001313495	0,993532078360381
ENSG00000177426	TGIF1	18	3411608	-0,00893482335063588	0,988623980948533	0,999739079336143
ENSG00000177427	MIEF2	17	18260597	0,0669840597425803	0,914777067610353	0,996321568821951
ENSG00000177453	NIM1K	5	43192071	-0,857397922946476	0,0632423186049099	0,890253562318562
ENSG00000177455	CD19	16	28931965	0,369166787841746	0,540868335360698	0,991746205611134
ENSG00000177459	ERICH5	8	98064522	0,495187057606542	0,396317725185756	0,984558524948183
ENSG00000177462	OR2T8	1	247920252	-0,441660156984435	0,456518989205179	0,990272963782988
ENSG00000177463	NR2C2	3	14947583	-0,135651905034876	0,827813810029144	0,993532078360381
ENSG00000177469	CAVIN1	17	42402449	0,706708281829872	0,182048990347361	0,957302676590038
ENSG00000177479	ARIH2	3	48918821	0,226487795429352	0,714111542664499	0,99310702225313
ENSG00000177485	ZBTB33	X	120250752	-0,0660679631041806	0,915940894076621	0,996321568821951
ENSG00000177508	IRX3	16	54283304	-0,742690425658843	0,150487793348798	0,95214945453794
ENSG00000177542	SLC25A22	11	790475	0,174878167407136	0,778478386802281	0,993532078360381
ENSG00000177548	RABEP2	16	28904421	-0,0617305161513272	0,921452212454067	0,996608514517038
ENSG00000177551	NHLH2	1	115836377	0,699136271069617	0,188906236573251	0,965342886895512
ENSG00000177556	ATOX1	5	151742316	-0,0592849093459768	0,924560349566778	0,996608514517038
ENSG00000177565	TBL1XR1	3	177019340	0,188222448898909	0,761770405860464	0,993401406665728
ENSG00000177570	SAMD12	8	118189455	0,0223859006478974	0,971499766808486	0,999509917921462
ENSG00000177576	C18orf32	18	49477243	0,530738544922744	0,357465047693929	0,982218422781925
ENSG00000177595	PIDD1	11	799179	0,806198530240208	0,0993855602174264	0,902285021306335
ENSG00000177599	ZNF491	19	11797667	-0,0758053085975917	0,903574202766426	0,996062456789549
ENSG00000177600	RPLP2	11	809965	0,608075026285719	0,276563178712288	0,9743470140708
ENSG00000177602	HASPIN	17	3723903	0,276878436922138	0,652024983646095	0,99310702225313
ENSG00000177606	JUN	1	58776845	0,307332374836391	0,614942673243782	0,99310702225313
ENSG00000177613	CSTF2T	10	51695486	0,361741782543026	0,549668192016531	0,992496439116872
ENSG00000177614	PGBD5	1	230314490	0,687147415122376	0,199908796229853	0,965421393857074
ENSG00000177628	GBA	1	155234452	0,409114384003161	0,494018896367133	0,991253956739197
ENSG00000177640	CASC2	10	118046279	0,0398996457748871	0,949211675657207	0,999497210238468
ENSG00000177646	ACAD9	3	128879596	0,765258394938917	0,131614188656111	0,933363575173846
ENSG00000177663	IL17RA	22	17084954	0,695897979502584	0,191860728624061	0,965421393857074
ENSG00000177666	PNPLA2	11	818914	0,620914428705851	0,263666416122096	0,971388868114786
ENSG00000177674	AGTRAP	1	11736084	-0,150754164984604	0,808783388761088	0,993532078360381
ENSG00000177679	SRRM3	7	76201896	0,363441037428035	0,547651867847926	0,991746205611134
ENSG00000177685	CRACR2B	11	826144	0,203313316424116	0,742928101361117	0,99310702225313
ENSG00000177692	DNAJC28	21	33485530	0,229512391784196	0,710361940573888	0,99310702225313
ENSG00000177694	NAALADL2	3	174438573	-9,69359468915149e-05	0,999876577319305	1
ENSG00000177697	CD151	11	832887	0,49655372638511	0,39480663140631	0,984558524948183
ENSG00000177700	POLR2L	11	837356	-0,433426048240925	0,465946128000191	0,991253956739197
ENSG00000177706	FAM20C	7	192571	0,469311168908217	0,425178357639128	0,987427128264318
ENSG00000177707	NECTIN3	3	111070071	0,569400739569904	0,316360559245618	0,982113493014118
ENSG00000177728	TMEM94	17	75441159	0,996628534327272	0,000234877933683679	0,520741707796445
ENSG00000177731	FLII	17	18244815	0,169113507361319	0,785708789330474	0,993532078360381
ENSG00000177732	SOX12	20	325552	-0,0508677879336891	0,935261062760962	0,998095502988173
ENSG00000177733	HNRNPA0	5	137745651	0,137871168990716	0,825014705851801	0,993532078360381
ENSG00000177738	ANXA2R-OT1	5	43013060	-0,931984847637426	0,0210746936945561	0,84613740671208
ENSG00000177752	YIPF7	4	44622088	0,489109923230593	0,403053416719656	0,984558524948183
ENSG00000177788	RAB4A-AS1	1	229256892	-0,27560513176867	0,653583121268457	0,99310702225313
ENSG00000177807	KCNJ10	1	159998651	-0,549860953857115	0,33697799360868	0,982113493014118
ENSG00000177822	TENM3-AS1	4	181874438	-0,141009194125317	0,821058283485186	0,993532078360381
ENSG00000177830	CHID1	11	867859	0,554077064973474	0,332501715597452	0,982113493014118
ENSG00000177839	PCDHB9	5	141187127	-0,663942375623468	0,221691650868853	0,965421393857074
ENSG00000177842	ZNF620	3	40477131	-0,309061026319143	0,612848824359688	0,99310702225313
ENSG00000177853	ZNF518A	10	96129715	-0,234777539085903	0,703841294841856	0,99310702225313
ENSG00000177854	TMEM187	X	153972754	0,618032204329822	0,266547241710927	0,971709757733052
ENSG00000177868	SVBP	1	42807052	0,923535994651425	0,0250884902189135	0,84613740671208
ENSG00000177873	ZNF619	3	40477113	0,195733913131974	0,752384432470639	0,99310702225313
ENSG00000177875	CCDC184	12	48183644	0,716651897664123	0,173155019005091	0,956554877276812
ENSG00000177879	AP3S1	5	115841592	0,343635142690782	0,571240460193948	0,99310702225313
ENSG00000177885	GRB2	17	75318076	-0,399558829029294	0,505146451038741	0,991253956739197
ENSG00000177888	ZBTB41	1	197153682	-0,760349032081588	0,135656117629711	0,938195572748852
ENSG00000177889	UBE2N	12	93405673	0,0111618895033572	0,98578853599779	0,999555859778735
ENSG00000177917	ARL6IP6	2	152717647	-0,446338638705882	0,451181517592477	0,990272963782988
ENSG00000177943	MAMDC4	9	136850943	0,0185112860163834	0,976432044762323	0,999555859778735
ENSG00000177946	CENPBD1P	16	89969791	-0,353853783788511	0,559046595623915	0,99310702225313
ENSG00000177951	BET1L	11	167784	0,181466121062125	0,770224573896752	0,993532078360381
ENSG00000177954	RPS27	1	153990762	-0,461757830721298	0,433689840468286	0,989631932278982
ENSG00000177963	RIC8A	11	207708	0,902221255293467	0,0361598077895762	0,852712930607019
ENSG00000177971	IMP3	15	75639085	0,120217438494162	0,847303896688204	0,993532078360381
ENSG00000177981	ASB8	12	48147789	0,975547939749072	0,00457306841284037	0,799116521535603
ENSG00000177984	LCN15	9	136759634	-0,11947574797939	0,848241439885805	0,993532078360381
ENSG00000177990	DPY19L2	12	63558913	0,529872454553223	0,358399958347841	0,982315289239729
ENSG00000178021	TSPYL6	2	54253178	0,579896998457111	0,30542336646507	0,982113493014118
ENSG00000178026	LRRC75B	22	24585620	0,153217005740048	0,805684032677157	0,993532078360381
ENSG00000178028	DMAP1	1	44213455	0,54826681710991	0,338674391684331	0,982113493014118
ENSG00000178031	ADAMTSL1	9	17906563	-0,656208714974201	0,229088503427175	0,965421393857074
ENSG00000178033	CALHM5	6	116511639	-0,370018178012502	0,53986106719978	0,991746205611134
ENSG00000178035	IMPDH2	3	49024325	0,784009777104533	0,116516789501272	0,92405352235802
ENSG00000178038	ALS2CL	3	46668995	0,472646127639581	0,421432596883561	0,987318709417338
ENSG00000178053	MLF1	3	158571163	0,376503334008975	0,532200702120482	0,991746205611134
ENSG00000178057	NDUFAF3	3	49020459	0,307435325720234	0,614817938320953	0,99310702225313
ENSG00000178074	C2orf69	2	199911293	-0,219706125338492	0,7225285888347	0,99310702225313
ENSG00000178075	GRAMD1C	3	113828182	0,124348351505262	0,842083730816981	0,993532078360381
ENSG00000178078	STAP2	19	4324043	-0,231220667090417	0,708245397310659	0,99310702225313
ENSG00000178081	ULK4P3	15	30103720	-0,721132445326135	0,169189496205481	0,953991288141329
ENSG00000178093	TSSK6	19	19512418	-0,68198325716019	0,204701786706639	0,965421393857074
ENSG00000178096	BOLA1	1	149887890	0,358615508752233	0,553381527917028	0,99310702225313
ENSG00000178104	PDE4DIP	1	148808140	-0,14004447097984	0,822274418279814	0,993532078360381
ENSG00000178105	DDX10	11	108665058	-0,136416728976698	0,826849058326496	0,993532078360381
ENSG00000178107		14	21108043	0,487947708776271	0,404344593054397	0,984558524948183
ENSG00000178125	PPP1R42	8	66964099	-0,368894985974571	0,54118997771038	0,991746205611134
ENSG00000178149	DALRD3	3	49015488	0,739146887065972	0,153517869050497	0,95214945453794
ENSG00000178150	ZNF114	19	48270081	0,494992325119607	0,396533146797097	0,984558524948183
ENSG00000178163	ZNF518B	4	10439880	-0,097271955909187	0,8763450860817	0,994329773380277
ENSG00000178175	ZNF366	5	72439903	-0,657851995104822	0,227511202184329	0,965421393857074
ENSG00000178177	LCORL	4	17841187	0,859788782643241	0,0616817250300872	0,890253562318562
ENSG00000178184	PARD6G	18	80157232	0,519410741449485	0,369739712098206	0,982315289239729
ENSG00000178187	ZNF454	5	178941191	-0,591899088083383	0,293039615410912	0,976013485466734
ENSG00000178188	SH2B1	16	28846600	0,782416643234149	0,117777978360729	0,925502164433081
ENSG00000178202	POGLUT3	11	108472112	0,531750876641032	0,356373033411999	0,982218422781925
ENSG00000178209	PLEC	8	143915153	0,132034622328424	0,832378035403023	0,993532078360381
ENSG00000178217	SH2D4B	10	80537902	0,281912697540651	0,645870435699902	0,99310702225313
ENSG00000178222	RNF212	4	1056250	-0,445165826741913	0,452518228153891	0,990272963782988
ENSG00000178226	PRSS36	16	31138926	-0,347220908172535	0,566955955338808	0,99310702225313
ENSG00000178229	ZNF543	19	57320472	0,695514667626027	0,19221130622749	0,965421393857074
ENSG00000178234	GALNT11	7	152025674	-0,323109824464595	0,595878589529824	0,99310702225313
ENSG00000178252	WDR6	3	49007062	0,443057203690605	0,45492371589533	0,990272963782988
ENSG00000178295	GEN1	2	17753858	0,0122508114026603	0,984402172645426	0,999555859778735
ENSG00000178297	TMPRSS9	19	2360238	-0,965485241343882	0,00765737349550395	0,832033781075113
ENSG00000178301	AQP11	11	77589391	0,514283170655319	0,375328712491899	0,983503503535189
ENSG00000178307	TMEM11	17	21197954	0,457586920978295	0,438406089019096	0,990067273717668
ENSG00000178338	ZNF354B	5	178859953	-0,379401942282669	0,528783833260757	0,991746205611134
ENSG00000178343	SHISA3	4	42397488	0,419907138922822	0,481513370837861	0,991253956739197
ENSG00000178381	ZFAND2A	7	1152071	0,420992344726988	0,480259708200155	0,991253956739197
ENSG00000178385	PLEKHM3	2	207821288	-0,824834957009294	0,0856547766924306	0,900357690051989
ENSG00000178397	FAM220A	7	6329411	0,519055856150417	0,370125881224038	0,982315289239729
ENSG00000178401	DNAJC22	12	49346888	-0,392636159719723	0,513239716291851	0,991746205611134
ENSG00000178403	NEUROG2	4	112513516	0,268034712267947	0,662859128180167	0,99310702225313
ENSG00000178409	BEND3	6	107065182	0,596638290833427	0,288186568867712	0,976013485466734
ENSG00000178412	CTDP1-DT	18	79638928	-0,841396363018302	0,0739932075984625	0,900357690051989
ENSG00000178425	NT5DC1	6	116100851	-0,442479084344501	0,455583715769196	0,990272963782988
ENSG00000178429	RPS3AP5	10	84560443	0,101206759836012	0,871359872554523	0,994288405662175
ENSG00000178440	TIMM23B-AGAP6	10	49942056	-0,0997564619602081	0,873197103317355	0,994328133257614
ENSG00000178445	GLDC	9	6532467	-0,806971366738048	0,0988038964905737	0,902285021306335
ENSG00000178458	H3P16	4	139698144	-0,286655173569776	0,640081273882337	0,99310702225313
ENSG00000178460	MCMDC2	8	66870749	0,154743163047844	0,803764043303048	0,993532078360381
ENSG00000178464	RPL10P16	19	12643275	-0,0833750438385573	0,893966714935518	0,994509437527354
ENSG00000178467	P4HTM	3	48989889	0,244450351755712	0,691884320746719	0,99310702225313
ENSG00000178498	DTX3	12	57604622	-0,127484708051924	0,83812218289095	0,993532078360381
ENSG00000178502	KLHL11	17	41848518	-0,0793168027446461	0,899116700216806	0,995572532978537
ENSG00000178522	AMBN	4	70592256	0,242229234154463	0,694627327871327	0,99310702225313
ENSG00000178531	CTXN1	19	7924491	0,646872092891556	0,23810662221853	0,965421393857074
ENSG00000178537	SLC25A20	3	48856926	-0,510424215405877	0,379548188490388	0,984501133657633
ENSG00000178538	CA8	8	60185412	0,646639159032284	0,238332823438417	0,965421393857074
ENSG00000178567	EPM2AIP1	3	36985043	0,401393433229172	0,503006058095355	0,991253956739197
ENSG00000178568	ERBB4	2	211375717	-0,739279732962274	0,153403954973223	0,95214945453794
ENSG00000178573	MAF	16	79585843	0,145380961433027	0,8155493447128	0,993532078360381
ENSG00000178585	CTNNBIP1	1	9848276	0,519180360976548	0,369990389962573	0,982315289239729
ENSG00000178605	GTPBP6	X	304529	-0,257050588074031	0,67635386807068	0,99310702225313
ENSG00000178607	ERN1	17	64039080	0,0591409251029727	0,924743354329648	0,996608514517038
ENSG00000178623	GPR35	2	240605430	-0,780212753589074	0,119529354814277	0,928465779262472
ENSG00000178662	CSRNP3	2	165469647	-0,763543102700267	0,133022288669584	0,938195572748852
ENSG00000178685	PARP10	8	143977153	-0,867689758162957	0,0566123870230648	0,888394722243262
ENSG00000178691	SUZ12	17	31937007	-0,174581108624124	0,778850795316657	0,993532078360381
ENSG00000178694	NSUN3	3	94062980	0,625371021613524	0,259228501638417	0,970013276253116
ENSG00000178695	KCTD12	13	76880175	0,796957357396638	0,106420277015626	0,909321856494672
ENSG00000178700	DHFR2	3	94047836	0,387507176104409	0,519252821017886	0,991746205611134
ENSG00000178715		1	15828232	0,114598829133009	0,854408244973859	0,993532078360381
ENSG00000178718	RPP25	15	74954418	-0,881305988067287	0,0482047421731614	0,883623638982895
ENSG00000178719	GRINA	8	143990056	0,3856387378233	0,521446846209595	0,991746205611134
ENSG00000178741	COX5A	15	74919791	-0,397295164025864	0,507789993028863	0,991523104605185
ENSG00000178752	ERFE	2	238158970	0,150256806790078	0,809409431565148	0,993532078360381
ENSG00000178761	FAM219B	15	74899992	-0,10519583290541	0,866307950007209	0,994288405662175
ENSG00000178764	ZHX2	8	122781655	-0,302772476897886	0,620471777565685	0,99310702225313
ENSG00000178772	CPN2	3	194339768	-0,545591163153718	0,341526448195605	0,982113493014118
ENSG00000178773	CPNE7	16	89575758	-0,82023064694528	0,0889887931300425	0,900357690051989
ENSG00000178802	MPI	15	74890005	-0,490408272590616	0,401612140264294	0,984558524948183
ENSG00000178809	TRIM73	7	75395063	0,402521685379215	0,5016906827676	0,991253956739197
ENSG00000178821	TMEM52	1	1917590	0,159186838411691	0,798176318871826	0,993532078360381
ENSG00000178852	EFCAB13	17	47323290	0,198830588787551	0,748519113343447	0,99310702225313
ENSG00000178860	MSC	8	71841560	-0,243902471875999	0,692560787826688	0,99310702225313
ENSG00000178878	APOLD1	12	12725917	-0,220579623942882	0,721443700136088	0,99310702225313
ENSG00000178882	RFLNA	12	123973241	0,724189626016067	0,166498978554831	0,953747428667611
ENSG00000178896	EXOSC4	8	144078648	-0,0716033535536446	0,908909742598778	0,996079725731513
ENSG00000178904	DPY19L3	19	32405543	0,1440033311748	0,817284939501161	0,993532078360381
ENSG00000178913	TAF7	5	141259884	0,246361268025916	0,68952566871816	0,99310702225313
ENSG00000178917	ZNF852	3	44494847	0,808866426058707	0,0973820124421227	0,902285021306335
ENSG00000178919	FOXE1	9	97853226	-0,504840139522169	0,385673849175469	0,984558524948183
ENSG00000178921	PFAS	17	8247618	-0,612635384630392	0,271963755073805	0,973507343773779
ENSG00000178922	HYI	1	43450989	-0,294119417576867	0,630987053492751	0,99310702225313
ENSG00000178927	CYBC1	17	82440912	-0,198440274421889	0,749006174253084	0,99310702225313
ENSG00000178928	TPRX1	19	47801232	-0,791103948496069	0,110950615661502	0,917860730062192
ENSG00000178935	ZNF552	19	57803841	0,306773054074918	0,61562042039782	0,99310702225313
ENSG00000178947	SMIM10L2A	X	135421944	-0,00891163402487927	0,988653505339606	0,999739079336143
ENSG00000178950	GAK	4	849276	0,376414839917203	0,532305087223875	0,991746205611134
ENSG00000178951	ZBTB7A	19	4043303	0,849665562594636	0,0683718689126681	0,899376766606787
ENSG00000178952	TUFM	16	28842411	0,464556983563493	0,430531161348914	0,989100178430982
ENSG00000178966	RMI1	9	83980798	-0,271909581109349	0,658108690526797	0,99310702225313
ENSG00000178971	CTC1	17	8224815	-0,591683371850832	0,293261015179555	0,976013485466734
ENSG00000178974	FBXO34	14	55271344	-0,241000031928015	0,696146027229925	0,99310702225313
ENSG00000178977	LINC00324	17	8220624	0,27533324796461	0,653915901002299	0,99310702225313
ENSG00000178980	SELENOW	19	47778677	-0,741611279798774	0,151408700598396	0,95214945453794
ENSG00000178982	EIF3K	19	38619082	-0,505608492583743	0,384829590149986	0,984558524948183
ENSG00000178988	MRFAP1L1	4	6707701	-0,174284857494057	0,779222211154792	0,993532078360381
ENSG00000178996	SNX18	5	54517759	0,268921703183392	0,661771239611282	0,99310702225313
ENSG00000178997	EXD1	15	41182725	-0,859996604894595	0,0615466495598331	0,890253562318562
ENSG00000178999	AURKB	17	8204733	0,682456862026843	0,204260896041006	0,965421393857074
ENSG00000179008	C14orf39	14	60396469	0,844022156311328	0,0721933043717803	0,900357690051989
ENSG00000179010	MRFAP1	4	6640091	0,400127577019219	0,504482704841269	0,991253956739197
ENSG00000179021	C3orf38	3	88149959	0,487903300135095	0,404393948465112	0,984558524948183
ENSG00000179029	TMEM107	17	8172457	0,0875326500162643	0,888692453598592	0,994509437527354
ENSG00000179046	TRIML2	4	188091272	0,342896816201353	0,572123406555341	0,99310702225313
ENSG00000179051	RCC2	1	17406760	0,109163578501413	0,861285163366878	0,994219509170137
ENSG00000179058	C9orf50	9	129612225	-0,1192244938844	0,848559059914991	0,993532078360381
ENSG00000179066		19	35090930	-0,00574271232018694	0,992688191769363	0,999922672134254
ENSG00000179071	CCDC89	11	85683848	0,875741947109752	0,0515888434140335	0,888394722243262
ENSG00000179085	DPM3	1	155139891	0,237195147629153	0,700850040247926	0,99310702225313
ENSG00000179088	C12orf42	12	103237591	0,528936907784498	0,359410514848498	0,982315289239729
ENSG00000179091	CYC1	8	144095039	0,490120938753709	0,401931000950982	0,984558524948183
ENSG00000179094	PER1	17	8140472	0,592243082904649	0,292686647283942	0,976013485466734
ENSG00000179097	HTR1F	3	87792706	0,592135781648781	0,292796735676258	0,976013485466734
ENSG00000179101	H3P47	X	123514473	0,282409466798326	0,645263630043423	0,99310702225313
ENSG00000179104	TMTC2	12	82686880	0,0322465500434263	0,958949533966424	0,999509917921462
ENSG00000179111	HES7	17	8120592	0,248672405036537	0,686674602509675	0,99310702225313
ENSG00000179115	FARSA	19	12922479	-0,884654869429205	0,046203231753568	0,877715947578476
ENSG00000179119	SPTY2D1	11	18606403	0,453545408982361	0,442986896604339	0,990272963782988
ENSG00000179133	C10orf67	10	23202696	0,441295917190143	0,456935112136967	0,990272963782988
ENSG00000179134	SAMD4B	19	39342421	0,09597168576141	0,877992895265859	0,994329773380277
ENSG00000179136	LINC00670	17	12549764	-0,520302645992609	0,368769614951248	0,982315289239729
ENSG00000179141	MTUS2-AS1	13	29476515	0,226716611467789	0,713827783487865	0,99310702225313
ENSG00000179148	ALOXE3	17	8095900	0,331954986899502	0,585237835577955	0,99310702225313
ENSG00000179151	EDC3	15	74630558	-0,676307327702999	0,210006274389958	0,965421393857074
ENSG00000179152	TCAIM	3	44338119	0,239660692382129	0,697801346787479	0,99310702225313
ENSG00000179163	FUCA1	1	23845077	0,139788640067115	0,822596948165243	0,993532078360381
ENSG00000179165	PXT1	6	36390551	-0,457002004641027	0,439068396475164	0,990067273717668
